ventana_id,perfil_id,estado_alcance_mvp,fecha_corte,periodo_desde,periodo_hasta,tipo_ventana,dias_observados,transacciones_observadas,porcentaje_transacciones_clasificables,ingresos_generados,apoyos_recibidos,prestamos_recibidos,devoluciones_y_reembolsos,otros_recursos_recibidos,gastos_totales,gastos_esenciales,gastos_hobbies,inversion_productiva,pagos_deuda,transferencias_propias,liquidez_inicial,liquidez_final,deuda_inicial,deuda_final,actividad_A,balance_operativo_B,presion_deficit_Q,caida_maxima_M,tiempo_sin_recuperar_U_dias,recuperacion_R,curvatura_K,variabilidad_ingresos_V,cobertura_esencial_L_meses,dependencia_externa_X,crecimiento_deuda_J,estado_trayectoria,estado_calculo,calidad_datos,nivel_incertidumbre,factores_positivos,factores_atencion,informacion_faltante,explicacion_periodo,fuente_etiqueta,particion,historia_financiera_controlada,es_sintetico,version_metodologia,version_esquema,huella_registro,ingresos_fijos,ingresos_variables,ingresos_estacionales,periodos_sin_ingreso,gastos_fijos,gastos_variables,pagos_capital,pagos_intereses,nueva_deuda
VEN_0004_2,PERF_0004,dentro_del_mvp,2026-05-31,2026-04-01,2026-05-31,acumulada_61_dias,61,66,98.4848,16757000,0,0,0,0,21270000,12245000,1628000,3049000,1605000,1085000,22524685,18011685,17967899,17208899,38027000,-4513000,4513000,12469000,32,0.6517,-244483.6066,0.3099,2.9419,0.0,-0.0422,deterioro_reciente,calculado,alta,baja,evidencia_temporal_disponible,balance_negativo,ninguna_relevante_para_el_periodo,La ventana entre 2026-04-01 y 2026-05-31 muestra un balance de -4513000 COP y una cobertura estimada de 2.94 meses. Este resultado describe el periodo y no a la persona.,historia_controlada_recalculada_v2,train,uso_planificado_reserva,si,roadmap_14_mvp_estructurado_v2.0,fincoach_mvp_estructurado_v2.0,c95db4d8c8f9753ca981a74a1bec9bdfb28519bae48bba2cf5a7377b5d322c61,15960000,797000,0,0,14726000,6544000,759000,846000,0
VEN_0004_3,PERF_0004,dentro_del_mvp,2026-06-30,2026-04-01,2026-06-30,acumulada_91_dias,91,98,97.9592,23686000,0,0,0,0,36680000,20557000,3682000,3709000,2582000,3050000,22524685,9530685,17967899,17208899,60366000,-12994000,12994000,18109000,62,0.3448,-68807.6022,0.2821,1.3909,0.0,-0.0422,deterioro_reciente,calculado,alta,baja,evidencia_temporal_disponible,balance_negativo,ninguna_relevante_para_el_periodo,La ventana entre 2026-04-01 y 2026-06-30 muestra un balance de -12994000 COP y una cobertura estimada de 1.39 meses. Este resultado describe el periodo y no a la persona.,historia_controlada_recalculada_v2,train,uso_planificado_reserva,si,roadmap_14_mvp_estructurado_v2.0,fincoach_mvp_estructurado_v2.0,105528a1f8001b5a6ef581a3c3897624537c6273186a7e01094fe6ffe7bb81e6,22341000,1345000,0,0,24196000,12484000,759000,1823000,0
VEN_0005_1,PERF_0005,dentro_del_mvp,2026-04-30,2026-04-01,2026-04-30,acumulada_30_dias,30,24,95.8333,500000,0,0,0,0,3175000,1819000,266000,643000,184000,0,6806139,4131139,4450913,4266913,3675000,-2675000,2675000,2675000,29,0.607,0.0,0.0,2.2711,0.0,-0.0413,uso_planificado_reserva,calculado,alta,baja,evidencia_temporal_disponible,balance_negativo,ninguna_relevante_para_el_periodo,La ventana entre 2026-04-01 y 2026-04-30 muestra un balance de -2675000 COP y una cobertura estimada de 2.27 meses. Este resultado describe el periodo y no a la persona.,historia_controlada_recalculada_v2,train,deterioro_reciente,si,roadmap_14_mvp_estructurado_v2.0,fincoach_mvp_estructurado_v2.0,fabc48b03b743fe3e0b07151c9563cf618a8377793b328109d8673ceda05c7a1,500000,0,0,0,1983000,1192000,184000,0,0
VEN_0005_2,PERF_0005,dentro_del_mvp,2026-05-31,2026-04-01,2026-05-31,acumulada_61_dias,61,45,95.5556,1000000,0,0,0,0,6350000,4059000,266000,1116000,355000,60000,6806139,1456139,4450913,4266913,7350000,-5350000,5350000,5350000,60,0.2139,1461.7486,0.0,0.7175,0.0,-0.0413,fragilidad_sostenida,calculado,alta,baja,evidencia_temporal_disponible,balance_negativo,ninguna_relevante_para_el_periodo,La ventana entre 2026-04-01 y 2026-05-31 muestra un balance de -5350000 COP y una cobertura estimada de 0.72 meses. Este resultado describe el periodo y no a la persona.,historia_controlada_recalculada_v2,train,deterioro_reciente,si,roadmap_14_mvp_estructurado_v2.0,fincoach_mvp_estructurado_v2.0,dd9c73ee3a824696c422f904e1c7853c049250133534e40c62c77e53ab507978,1000000,0,0,0,4052000,2298000,184000,171000,0
VEN_0005_3,PERF_0005,dentro_del_mvp,2026-06-30,2026-04-01,2026-06-30,acumulada_91_dias,91,65,95.3846,1500000,0,0,120000,0,10962000,7359000,651000,1587000,355000,60000,6806139,-2535861,4450913,4266913,12462000,-9462000,9462000,9462000,90,0.0,-16273.1039,0.0,0.0,0.0,-0.0413,situacion_critica,calculado,alta,baja,evidencia_temporal_disponible,balance_negativo,ninguna_relevante_para_el_periodo,La ventana entre 2026-04-01 y 2026-06-30 muestra un balance de -9462000 COP y una cobertura estimada de 0.00 meses. Este resultado describe el periodo y no a la persona.,historia_controlada_recalculada_v2,train,deterioro_reciente,si,roadmap_14_mvp_estructurado_v2.0,fincoach_mvp_estructurado_v2.0,ebb64609edae74a2a7bc994d986fe8a17d46ca152e47f29557ad72ec72095f38,1500000,120000,0,0,6828000,4134000,184000,171000,0
VEN_0006_1,PERF_0006,dentro_del_mvp,2026-04-30,2026-04-01,2026-04-30,acumulada_30_dias,30,26,100.0,0,500000,0,0,0,7996000,4480000,709000,1955000,281000,0,1430442,-6065558,13237229,13237229,8496000,-7496000,7496000,7496000,28,0.0,0.0,0.0,0.0,1.0,0.0,situacion_critica,calculado,alta,baja,evidencia_temporal_disponible,balance_negativo,motivo_de_periodos_sin_ingreso,La ventana entre 2026-04-01 y 2026-04-30 muestra un balance de -7496000 COP y una cobertura estimada de 0.00 meses. Este resultado describe el periodo y no a la persona.,historia_controlada_recalculada_v2,train,fragilidad_sostenida,si,roadmap_14_mvp_estructurado_v2.0,fincoach_mvp_estructurado_v2.0,af2b0a979caad753cd43bdc6a663dfc5bc9043ea578a4e120248b0a23ac04546,500000,0,0,1,5019000,2977000,0,281000,0
VEN_0006_2,PERF_0006,dentro_del_mvp,2026-05-31,2026-04-01,2026-05-31,acumulada_61_dias,61,47,97.8723,0,1000000,680000,0,0,18202000,9357000,1233000,2742000,1318000,413000,1430442,-15091558,13237229,13569229,19202000,-17202000,17202000,17202000,59,0.0,-32133.3333,0.0,0.0,1.0,0.0251,situacion_critica,calculado,alta,baja,evidencia_temporal_disponible,balance_negativo,motivo_de_periodos_sin_ingreso,La ventana entre 2026-04-01 y 2026-05-31 muestra un balance de -17202000 COP y una cobertura estimada de 0.00 meses. Este resultado describe el periodo y no a la persona.,historia_controlada_recalculada_v2,train,fragilidad_sostenida,si,roadmap_14_mvp_estructurado_v2.0,fincoach_mvp_estructurado_v2.0,144eae6f8e889fd153fbbcfb44117af27dc49d37f1b09237e33869c8f5808163,1680000,0,0,2,12814000,5388000,348000,970000,680000
VEN_0006_3,PERF_0006,dentro_del_mvp,2026-06-30,2026-04-01,2026-06-30,acumulada_91_dias,91,70,98.5714,0,1500000,1360000,0,0,28408000,17046000,2054000,2742000,1956000,413000,1430442,-24117558,13237229,13611229,29908000,-26908000,26908000,25548000,89,0.0,-13692.3077,0.0,0.0,1.0,0.0283,situacion_critica,calculado,alta,baja,evidencia_temporal_disponible,balance_negativo,motivo_de_periodos_sin_ingreso,La ventana entre 2026-04-01 y 2026-06-30 muestra un balance de -26908000 COP y una cobertura estimada de 0.00 meses. Este resultado describe el periodo y no a la persona.,historia_controlada_recalculada_v2,train,fragilidad_sostenida,si,roadmap_14_mvp_estructurado_v2.0,fincoach_mvp_estructurado_v2.0,adb394b22cd5d900bb0d2e5daa61d89a27474a34897049cc373449e29328e899,2860000,0,0,3,19104000,9304000,986000,970000,1360000
VEN_0007_1,PERF_0007,dentro_del_mvp,2026-04-30,2026-04-01,2026-04-30,acumulada_30_dias,30,24,100.0,0,500000,674000,0,0,10116000,5106000,719000,2810000,562000,0,1539316,-7402684,9167711,9841711,10616000,-9616000,9616000,8942000,29,0.0,0.0,0.0,0.0,1.0,0.0735,situacion_critica,calculado,alta,baja,evidencia_temporal_disponible,balance_negativo,motivo_de_periodos_sin_ingreso,La ventana entre 2026-04-01 y 2026-04-30 muestra un balance de -9616000 COP y una cobertura estimada de 0.00 meses. Este resultado describe el periodo y no a la persona.,historia_controlada_recalculada_v2,train,situacion_critica,si,roadmap_14_mvp_estructurado_v2.0,fincoach_mvp_estructurado_v2.0,2bdafea7c663965b0b12d73a738ea1d183623352db118d8ea45929bb53788385,1174000,0,0,1,5879000,4237000,0,562000,674000
VEN_0007_2,PERF_0007,dentro_del_mvp,2026-05-31,2026-04-01,2026-05-31,acumulada_61_dias,61,44,97.7273,0,1000000,1910000,0,0,22891000,13079000,1239000,3689000,2167000,680000,1539316,-18441684,9167711,9472711,23891000,-21891000,21891000,19981000,60,0.0,-38335.5191,0.0,0.0,1.0,0.0333,situacion_critica,calculado,alta,baja,evidencia_temporal_disponible,balance_negativo,motivo_de_periodos_sin_ingreso,La ventana entre 2026-04-01 y 2026-05-31 muestra un balance de -21891000 COP y una cobertura estimada de 0.00 meses. Este resultado describe el periodo y no a la persona.,historia_controlada_recalculada_v2,train,situacion_critica,si,roadmap_14_mvp_estructurado_v2.0,fincoach_mvp_estructurado_v2.0,fe803b418d560fe4b09a3e6bdb2bebd52d912cea3e5b982444238623e4df553f,2910000,0,0,2,14196000,8695000,1605000,562000,1910000
VEN_0007_3,PERF_0007,dentro_del_mvp,2026-06-30,2026-04-01,2026-06-30,acumulada_91_dias,91,64,98.4375,0,1500000,3146000,0,0,35666000,20407000,2006000,6132000,2751000,2104000,1539316,-29480684,9167711,10708711,37166000,-34166000,34166000,32256000,90,0.0,-16581.697,0.0,0.0,1.0,0.1681,situacion_critica,calculado,alta,baja,evidencia_temporal_disponible,balance_negativo,motivo_de_periodos_sin_ingreso,La ventana entre 2026-04-01 y 2026-06-30 muestra un balance de -34166000 COP y una cobertura estimada de 0.00 meses. Este resultado describe el periodo y no a la persona.,historia_controlada_recalculada_v2,train,situacion_critica,si,roadmap_14_mvp_estructurado_v2.0,fincoach_mvp_estructurado_v2.0,0db83b76dff0841a1f340afcb470cd4c9b5d293970888d3d06f5d5ff214576e6,4646000,0,0,3,22097000,13569000,1605000,1146000,3146000
VEN_0008_1,PERF_0008,dentro_del_mvp,2026-04-30,2026-04-01,2026-04-30,acumulada_30_dias,30,25,100.0,510000,0,0,0,0,4256000,2302000,169000,609000,404000,426000,12785018,9039018,3190706,3190706,4766000,-3746000,3746000,3746000,28,0.707,0.0,0.0,3.9266,0.0,0.0,uso_planificado_reserva,calculado,alta,baja,evidencia_temporal_disponible,balance_negativo,ninguna_relevante_para_el_periodo,La ventana entre 2026-04-01 y 2026-04-30 muestra un balance de -3746000 COP y una cobertura estimada de 3.93 meses. Este resultado describe el periodo y no a la persona.,historia_controlada_recalculada_v2,train,acumulacion_estable,si,roadmap_14_mvp_estructurado_v2.0,fincoach_mvp_estructurado_v2.0,11d32121ca49e00d181f2a09f64573c6540b55a7edf628f8331f363389c616ca,510000,0,0,0,3113000,1143000,0,404000,0
VEN_0008_2,PERF_0008,dentro_del_mvp,2026-05-31,2026-04-01,2026-05-31,acumulada_61_dias,61,53,98.1132,1020000,0,0,0,0,8512000,5002000,428000,609000,803000,734000,12785018,5293018,3190706,3028706,9532000,-7492000,7492000,7492000,59,0.414,2046.9945,0.0,2.1164,0.0,-0.0508,fragilidad_sostenida,calculado,alta,baja,evidencia_temporal_disponible,balance_negativo,ninguna_relevante_para_el_periodo,La ventana entre 2026-04-01 y 2026-05-31 muestra un balance de -7492000 COP y una cobertura estimada de 2.12 meses. Este resultado describe el periodo y no a la persona.,historia_controlada_recalculada_v2,train,acumulacion_estable,si,roadmap_14_mvp_estructurado_v2.0,fincoach_mvp_estructurado_v2.0,d7dca172edc5e29c81438d17b91564886985cb05e4b4142011ea100432655c0e,1020000,0,0,0,5941000,2571000,162000,641000,0
VEN_0008_3,PERF_0008,dentro_del_mvp,2026-06-30,2026-04-01,2026-06-30,acumulada_91_dias,91,77,97.4026,1530000,0,0,30000,0,12768000,7858000,952000,1145000,932000,807000,12785018,1577018,3190706,2899706,14298000,-11238000,11238000,11208000,89,0.1233,-674.8334,0.0,0.6021,0.0,-0.0912,fragilidad_sostenida,calculado,alta,baja,evidencia_temporal_disponible,balance_negativo,ninguna_relevante_para_el_periodo,La ventana entre 2026-04-01 y 2026-06-30 muestra un balance de -11238000 COP y una cobertura estimada de 0.60 meses. Este resultado describe el periodo y no a la persona.,historia_controlada_recalculada_v2,train,acumulacion_estable,si,roadmap_14_mvp_estructurado_v2.0,fincoach_mvp_estructurado_v2.0,a9abf6f2cea401dace06d23558d1a439575538394228797401c70f50c07f7e63,1530000,30000,0,0,8577000,4191000,291000,641000,0
VEN_0009_1,PERF_0009,dentro_del_mvp,2026-04-30,2026-04-01,2026-04-30,acumulada_30_dias,30,33,100.0,4015000,0,0,0,0,3942000,2186000,247000,722000,442000,105000,4075186,4148186,6129906,5955906,7957000,73000,0,1809000,5,0.8816,0.0,0.0,1.8976,0.0,-0.0284,equilibrio_sostenible,calculado,alta,baja,balance_no_negativo,sin_factor_dominante,ninguna_relevante_para_el_periodo,La ventana entre 2026-04-01 y 2026-04-30 muestra un balance de 73000 COP y una cobertura estimada de 1.90 meses. Este resultado describe el periodo y no a la persona.,historia_controlada_recalculada_v2,train,equilibrio_sostenible,si,roadmap_14_mvp_estructurado_v2.0,fincoach_mvp_estructurado_v2.0,ba7f4aa229927a662fa6b27f3c12fa4ced4950cda398022bce009a24eb9f8c8a,4015000,0,0,0,3332000,610000,174000,268000,0
VEN_0009_2,PERF_0009,dentro_del_mvp,2026-05-31,2026-04-01,2026-05-31,acumulada_61_dias,61,65,95.3846,8199000,0,0,0,0,7884000,3802000,733000,1438000,559000,380000,4075186,4390186,6129906,5955906,16083000,315000,0,2265000,29,0.7959,2730.6011,0.0206,2.3094,0.0,-0.0284,equilibrio_sostenible,calculado,alta,baja,balance_no_negativo,sin_factor_dominante,ninguna_relevante_para_el_periodo,La ventana entre 2026-04-01 y 2026-05-31 muestra un balance de 315000 COP y una cobertura estimada de 2.31 meses. Este resultado describe el periodo y no a la persona.,historia_controlada_recalculada_v2,train,equilibrio_sostenible,si,roadmap_14_mvp_estructurado_v2.0,fincoach_mvp_estructurado_v2.0,54283b26d7ce811fd22941b2ef3c636d47e9b886dfffb56a7488c15f3cd54e59,8110000,89000,0,0,6547000,1337000,174000,385000,0
VEN_0009_3,PERF_0009,dentro_del_mvp,2026-06-30,2026-04-01,2026-06-30,acumulada_91_dias,91,97,96.9072,12695000,0,0,0,0,11826000,6376000,1041000,2113000,559000,420000,4075186,4944186,6129906,5955906,24521000,869000,0,2265000,15,0.7967,4385.5161,0.0471,2.3263,0.0,-0.0284,equilibrio_sostenible,calculado,alta,baja,balance_no_negativo,sin_factor_dominante,ninguna_relevante_para_el_periodo,La ventana entre 2026-04-01 y 2026-06-30 muestra un balance de 869000 COP y una cobertura estimada de 2.33 meses. Este resultado describe el periodo y no a la persona.,historia_controlada_recalculada_v2,train,equilibrio_sostenible,si,roadmap_14_mvp_estructurado_v2.0,fincoach_mvp_estructurado_v2.0,c3ff0c48f1e6cb736688017ab6f1d137cb07866edbfb9b06c88c1c1b79ac255d,12606000,89000,0,0,9564000,2262000,174000,385000,0
VEN_0010_1,PERF_0010,dentro_del_mvp,2026-04-30,2026-04-01,2026-04-30,acumulada_30_dias,30,32,93.75,4525000,0,0,0,0,3893000,2024000,443000,857000,176000,132000,7460242,8092242,8032317,7856317,8418000,632000,0,1311000,16,0.8788,0.0,0.0,3.9981,0.0,-0.0219,acumulacion_estable,calculado,alta,baja,balance_no_negativo,sin_factor_dominante,ninguna_relevante_para_el_periodo,La ventana entre 2026-04-01 y 2026-04-30 muestra un balance de 632000 COP y una cobertura estimada de 4.00 meses. Este resultado describe el periodo y no a la persona.,historia_controlada_recalculada_v2,train,variable_resiliente,si,roadmap_14_mvp_estructurado_v2.0,fincoach_mvp_estructurado_v2.0,df723aba0812815aa125a6b0d57ac23b02bda5e5153d27eb5b4562f4e49153c8,4349000,176000,0,0,2695000,1198000,176000,0,0
VEN_0010_2,PERF_0010,dentro_del_mvp,2026-05-31,2026-04-01,2026-05-31,acumulada_61_dias,61,64,93.75,7468000,0,0,120000,0,9108000,5406000,881000,1798000,320000,132000,7460242,5940242,8032317,7856317,16576000,-1640000,1640000,3360000,47,0.6451,-47951.9126,0.2118,2.1976,0.0,-0.0219,uso_planificado_reserva,calculado,alta,baja,evidencia_temporal_disponible,balance_negativo,ninguna_relevante_para_el_periodo,La ventana entre 2026-04-01 y 2026-05-31 muestra un balance de -1640000 COP y una cobertura estimada de 2.20 meses. Este resultado describe el periodo y no a la persona.,historia_controlada_recalculada_v2,train,variable_resiliente,si,roadmap_14_mvp_estructurado_v2.0,fincoach_mvp_estructurado_v2.0,28ec8cb27790dbfa746241f4f3c2d85e0cdf722d10655c91d7e132881c2fd054,7292000,296000,0,0,6258000,2850000,176000,144000,0
VEN_0010_3,PERF_0010,dentro_del_mvp,2026-06-30,2026-04-01,2026-06-30,acumulada_91_dias,91,95,94.7368,13297000,425000,0,120000,0,11829000,6977000,1046000,2066000,435000,378000,7460242,9473242,8032317,7741317,25551000,1893000,0,4278000,4,0.9845,47687.4437,0.2662,4.0733,0.0307,-0.0362,variable_resiliente,calculado,alta,baja,balance_no_negativo,sin_factor_dominante,ninguna_relevante_para_el_periodo,La ventana entre 2026-04-01 y 2026-06-30 muestra un balance de 1893000 COP y una cobertura estimada de 4.07 meses. Este resultado describe el periodo y no a la persona.,historia_controlada_recalculada_v2,train,variable_resiliente,si,roadmap_14_mvp_estructurado_v2.0,fincoach_mvp_estructurado_v2.0,5f1f7d0a94099fe146ce69941554b159129cc0c91b14e3432b683b2adf96de9b,13121000,721000,0,0,8178000,3651000,291000,144000,0
