transaccion_id,perfil_id,categoria_principal,direccion,fecha,descripcion_normalizada,valor,antecedentes_disponibles,valor_referencia_mediano,puntaje_robusto,estado_evento,interpretacion
TX_0121_0070,PERF_0121,Ocio,salida,2026-06-13,tienda videojuegos,165000,7,119000.0,6.21,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0144_0063,PERF_0144,Ventas y actividad comercial,entrada,2026-05-29,ventas del dia barberia,74000,15,142000.0,3.82,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0122_0031,PERF_0122,Trabajo independiente,entrada,2026-04-26,consulta nutricional,1493000,11,286000.0,5.9,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0122_0038,PERF_0122,Trabajo independiente,entrada,2026-05-03,consulta nutricional,1054000,14,284500.0,6.04,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0122_0039,PERF_0122,Trabajo independiente,entrada,2026-05-06,honorarios valoracion,1007000,15,286000.0,3.52,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0122_0058,PERF_0122,Trabajo independiente,entrada,2026-05-26,consulta nutricional,858000,20,284500.0,4.01,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0122_0063,PERF_0122,Trabajo independiente,entrada,2026-05-30,pago plan alimentario,1054000,22,295000.0,4.78,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0122_0073,PERF_0122,Trabajo independiente,entrada,2026-06-09,pago plan alimentario,4457000,25,286000.0,41.99,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0122_0089,PERF_0122,Trabajo independiente,entrada,2026-06-25,pago plan alimentario,3001000,32,311500.0,19.72,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0123_0082,PERF_0123,Ocio,salida,2026-06-23,tienda de hilos,262000,6,108500.0,5.75,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0123_0083,PERF_0123,Ocio,salida,2026-06-24,tienda de hilos,341000,7,111000.0,7.76,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0123_0011,PERF_0123,Trabajo independiente,entrada,2026-04-07,abono toque fin de semana,405000,5,208000.0,3.69,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0194_0031,PERF_0194,Inversión productiva,salida,2026-04-26,mantenimiento bicicleta,450000,5,305000.0,4.89,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0194_0082,PERF_0194,Inversión productiva,salida,2026-06-13,implementos entrenamiento,730000,10,315000.0,5.38,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0176_0069,PERF_0176,Alimentación,salida,2026-06-06,supermercado,314000,6,146000.0,3.72,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0011_0023,PERF_0011,Trabajo independiente,entrada,2026-04-22,transferencia proyecto web,4705000,8,509500.0,21.68,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0011_0067,PERF_0011,Trabajo independiente,entrada,2026-06-09,pago desarrollo app,2122000,19,588000.0,4.54,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0011_0076,PERF_0011,Trabajo independiente,entrada,2026-06-16,pago desarrollo app,3447000,21,588000.0,8.1,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0064_0070,PERF_0064,Vivienda,salida,2026-06-02,cuota hipoteca,541000,5,121000.0,16.66,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0068_0066,PERF_0068,Vivienda,salida,2026-06-02,cuota hipoteca,1752000,5,253000.0,12.8,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0176_0059,PERF_0176,Transporte,salida,2026-05-21,app transporte,67000,5,155000.0,7.42,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0053_0061,PERF_0053,Educación,salida,2026-05-28,pago institucion,449000,8,151500.0,5.15,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0053_0094,PERF_0053,Educación,salida,2026-06-28,matricula curso,409000,13,149000.0,3.51,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0173_0028,PERF_0173,Trabajo independiente,entrada,2026-04-20,abono toque fin de semana,305000,5,448000.0,6.03,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0005_0048,PERF_0005,Ventas y actividad comercial,entrada,2026-05-12,abono venta productos,332000,6,207000.0,3.51,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0062_0036,PERF_0062,Ocio,salida,2026-05-03,reserva viaje,183000,5,98000.0,5.21,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0007_0053,PERF_0007,Alimentación,salida,2026-05-20,supermercado,709000,5,135000.0,20.38,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0037_0071,PERF_0037,Trabajo independiente,entrada,2026-06-07,honorarios postproduccion,1814000,13,885000.0,4.54,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0079_0047,PERF_0079,Ocio,salida,2026-05-16,taller artesanias,187000,8,114500.0,4.45,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0081_0076,PERF_0081,Deuda y financiación,salida,2026-06-07,cuota prestamo,343000,5,149000.0,4.51,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0081_0099,PERF_0081,Deuda y financiación,salida,2026-06-29,cuota prestamo,589000,6,165000.0,9.23,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0081_0049,PERF_0081,Ocio,salida,2026-05-13,reserva viaje,186000,9,76000.0,4.12,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0081_0060,PERF_0081,Ocio,salida,2026-05-25,netflix,216000,11,85000.0,3.53,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0081_0061,PERF_0081,Ocio,salida,2026-05-26,boleteria,225000,12,89500.0,4.25,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0081_0064,PERF_0081,Ocio,salida,2026-05-27,matera y sustrato,353000,15,97000.0,7.85,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0081_0068,PERF_0081,Ocio,salida,2026-06-01,lienzos y pinceles,367000,16,103500.0,5.73,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0165_0034,PERF_0165,Ocio,salida,2026-05-01,salida fotografica,250000,6,35500.0,20.67,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0165_0047,PERF_0165,Ocio,salida,2026-05-15,almacen fotografia,157000,7,37000.0,7.36,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0165_0068,PERF_0165,Ocio,salida,2026-06-02,salida fotografica,291000,10,54000.0,6.27,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0046_0021,PERF_0046,Ocio,salida,2026-04-15,suscripcion streaming,68000,6,44000.0,4.05,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0046_0041,PERF_0046,Ocio,salida,2026-05-07,spotify,147000,8,45000.0,8.6,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0046_0053,PERF_0046,Ocio,salida,2026-05-16,tienda videojuegos,165000,9,45000.0,8.09,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0046_0058,PERF_0046,Ocio,salida,2026-05-21,plataforma videojuegos,217000,10,48000.0,8.14,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0072_0075,PERF_0072,Vivienda,salida,2026-06-05,cuota hipoteca,1326000,5,157000.0,60.65,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0074_0064,PERF_0074,Vivienda,salida,2026-06-01,pago arriendo,1366000,5,265000.0,5.94,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0071_0042,PERF_0071,Inversión productiva,salida,2026-05-07,compra tarjeta grafica,259000,5,504000.0,4.47,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0010_0060,PERF_0010,Ocio,salida,2026-05-29,accesorios bicicleta,68000,7,120000.0,4.38,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0010_0071,PERF_0010,Ocio,salida,2026-06-08,ruta ciclista inscripcion,30000,9,112000.0,3.95,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0139_0033,PERF_0139,Inversión productiva,salida,2026-04-29,transporte cosecha,73000,5,175000.0,4.05,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0006_0091,PERF_0006,Transporte,salida,2026-06-20,bus urbano,754000,6,243500.0,6.04,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0140_0072,PERF_0140,Inversión productiva,salida,2026-06-06,mantenimiento maquina corte,273000,6,377500.0,3.71,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0140_0058,PERF_0140,Vestimenta,salida,2026-05-27,uniforme trabajo,176000,5,75000.0,6.81,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0155_0029,PERF_0155,Trabajo independiente,entrada,2026-04-25,liquidacion domicilios,1101000,10,269500.0,5.01,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0166_0085,PERF_0166,Inversión productiva,salida,2026-06-14,bolsas y empaques,663000,8,243500.0,6.02,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0159_0066,PERF_0159,Inversión productiva,salida,2026-06-03,herramientas cultivo,410000,10,232500.0,3.86,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0171_0064,PERF_0171,Inversión productiva,salida,2026-06-02,licencia github,260000,6,628500.0,3.53,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0001_0068,PERF_0001,Vivienda,salida,2026-06-02,pago arriendo,599000,6,101000.0,23.99,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0076_0042,PERF_0076,Inversión productiva,salida,2026-05-09,publicidad tienda,306000,5,551000.0,4.59,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0075_0063,PERF_0075,Vestimenta,salida,2026-06-02,accesorios personales,108000,5,39000.0,23.27,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0073_0070,PERF_0073,Vivienda,salida,2026-06-05,pago arriendo,1077000,6,227000.0,7.4,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0072_0084,PERF_0072,Inversión productiva,salida,2026-06-14,bascula profesional,635000,10,326500.0,5.4,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0199_0080,PERF_0199,Transporte,salida,2026-06-18,recarga transporte,93000,7,73000.0,13.49,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0068_0060,PERF_0068,Ingresos laborales,entrada,2026-05-28,nomina institucion educativa,4430000,5,552000.0,37.37,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0068_0093,PERF_0068,Ingresos laborales,entrada,2026-06-28,nomina institucion educativa,3476000,9,529000.0,17.44,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0080_0043,PERF_0080,Ventas y actividad comercial,entrada,2026-05-10,pago servicios barberia,1057000,8,374500.0,7.87,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0088_0021,PERF_0088,Inversión productiva,salida,2026-04-20,libros para clase,121000,6,258000.0,8.04,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0088_0043,PERF_0088,Inversión productiva,salida,2026-05-11,libros para clase,832000,7,254000.0,32.49,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0088_0048,PERF_0088,Inversión productiva,salida,2026-05-15,material didactico,459000,8,258000.0,7.33,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0088_0062,PERF_0088,Inversión productiva,salida,2026-05-31,repuesto impresora 3d,837000,9,262000.0,19.39,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0088_0073,PERF_0088,Inversión productiva,salida,2026-06-12,libros para clase,779000,10,263500.0,5.31,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0088_0092,PERF_0088,Inversión productiva,salida,2026-06-29,compra computador,939000,11,265000.0,4.1,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0087_0042,PERF_0087,Ocio,salida,2026-05-11,juego digital,54000,5,135000.0,4.97,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0087_0090,PERF_0087,Ocio,salida,2026-06-21,hotel turismo,253000,13,124000.0,4.14,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0053_0019,PERF_0053,Trabajo independiente,entrada,2026-04-14,abono toque fin de semana,815000,5,616000.0,3.73,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0049_0054,PERF_0049,Transporte,salida,2026-05-16,recarga transporte,613000,5,244000.0,82.96,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0049_0074,PERF_0049,Transporte,salida,2026-06-09,recarga transporte,488000,6,245500.0,7.61,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0047_0087,PERF_0047,Trabajo independiente,entrada,2026-06-17,pago edicion video,1681000,16,901000.0,4.57,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0047_0068,PERF_0047,Vivienda,salida,2026-06-02,pago arriendo,1345000,8,192000.0,6.08,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0046_0040,PERF_0046,Vestimenta,salida,2026-05-06,almacen moda,171000,5,65000.0,3.57,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0046_0056,PERF_0046,Vestimenta,salida,2026-05-17,almacen moda,193000,6,75000.0,4.19,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0066_0072,PERF_0066,Vivienda,salida,2026-06-05,pago arriendo,1861000,5,270000.0,13.76,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0062_0069,PERF_0062,Vestimenta,salida,2026-06-04,accesorios personales,234000,5,165000.0,9.31,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0062_0078,PERF_0062,Vestimenta,salida,2026-06-14,accesorios personales,226000,6,167500.0,3.76,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0056_0067,PERF_0056,Inversión productiva,salida,2026-06-03,semillas y abono,879000,6,507500.0,4.68,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0137_0040,PERF_0137,Inversión productiva,salida,2026-05-12,disco duro proyecto,397000,5,186000.0,6.78,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0091_0068,PERF_0091,Deuda y financiación,salida,2026-06-08,cuota prestamo,951000,6,623000.0,4.56,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0022_0036,PERF_0022,Ocio,salida,2026-05-05,ingredientes especiales,43000,8,105500.0,3.51,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0121_0062,PERF_0121,Vivienda,salida,2026-06-02,pago arriendo,1158000,6,287000.0,5.57,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0117_0069,PERF_0117,Vivienda,salida,2026-06-03,pago arriendo,1897000,6,421500.0,5.79,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0024_0053,PERF_0024,Ocio,salida,2026-05-21,boleteria,151000,6,75500.0,3.64,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0129_0047,PERF_0129,Transporte,salida,2026-05-13,recarga transporte,272000,5,95000.0,5.43,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0129_0087,PERF_0129,Transporte,salida,2026-06-17,bus urbano,208000,8,101000.0,4.25,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0134_0060,PERF_0134,Vivienda,salida,2026-05-26,administracion conjunto,83000,5,102000.0,12.82,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0134_0068,PERF_0134,Vivienda,salida,2026-06-05,pago arriendo,498000,6,102000.0,26.71,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0133_0054,PERF_0133,Trabajo independiente,entrada,2026-05-20,pago evento dj,133000,14,268500.0,3.52,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0131_0038,PERF_0131,Vivienda,salida,2026-05-05,pago arriendo,1604000,5,308000.0,11.81,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0131_0064,PERF_0131,Vivienda,salida,2026-06-03,pago arriendo,2518000,7,308000.0,20.14,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0096_0092,PERF_0096,Inversión productiva,salida,2026-06-23,compra inventario,300000,6,163000.0,6.16,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0096_0068,PERF_0096,Ocio,salida,2026-06-02,boleteria,114000,10,45000.0,4.05,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0029_0068,PERF_0029,Alimentación,salida,2026-06-11,supermercado,342000,7,125000.0,4.3,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0094_0055,PERF_0094,Ocio,salida,2026-05-27,entrada evento,61000,5,137000.0,4.66,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0094_0088,PERF_0094,Ocio,salida,2026-06-22,entrada evento,303000,6,131500.0,6.61,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0094_0030,PERF_0094,Trabajo independiente,entrada,2026-04-29,liquidacion domicilios,127000,7,220000.0,6.97,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0094_0043,PERF_0094,Trabajo independiente,entrada,2026-05-13,liquidacion domicilios,293000,8,216500.0,3.56,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0094_0046,PERF_0094,Trabajo independiente,entrada,2026-05-16,liquidacion domicilios,346000,9,220000.0,6.54,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0111_0069,PERF_0111,Inversión productiva,salida,2026-06-04,servidor nube,932000,7,443000.0,6.0,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0111_0077,PERF_0111,Inversión productiva,salida,2026-06-11,licencia github,822000,9,443000.0,4.65,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0111_0090,PERF_0111,Inversión productiva,salida,2026-06-16,servidor nube,712000,11,450000.0,3.53,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0111_0068,PERF_0111,Vivienda,salida,2026-06-03,pago arriendo,1997000,7,318000.0,8.45,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0026_0084,PERF_0026,Alimentación,salida,2026-06-25,supermercado,307000,7,117000.0,8.01,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0026_0094,PERF_0026,Alimentación,salida,2026-06-30,mercado barrio,248000,8,118500.0,5.14,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0027_0063,PERF_0027,Vivienda,salida,2026-06-01,pago arriendo,2675000,5,258000.0,271.71,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0103_0098,PERF_0103,Ocio,salida,2026-06-30,tienda videojuegos,220000,6,123500.0,3.72,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0001_0028,PERF_0001,Alimentación,salida,2026-04-29,supermercado,147000,5,54000.0,5.23,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0186_0070,PERF_0186,Ocio,salida,2026-06-03,plataforma videojuegos,205000,6,92500.0,7.59,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0186_0090,PERF_0186,Ocio,salida,2026-06-18,plataforma videojuegos,316000,8,97000.0,5.28,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0190_0077,PERF_0190,Vestimenta,salida,2026-06-14,uniforme trabajo,127000,5,52000.0,8.43,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0192_0068,PERF_0192,Vivienda,salida,2026-06-02,cuota hipoteca,1399000,6,272000.0,8.09,evento_inusual_observado,monto_alejado_del_historial_previo
